3|1847-01-01||GCSBJN1|G2||82.5||||||||||||||||||||||
10|1951-01-01||GCSBJN1|G2||42.75||||||||||||||||||||||
12|1966-01-01||GCSBJN1|G2||41.25||||||||||||||||||||||
14|1971-01-01||GCSBJN1|G2||39.75||||||||||||||||||||||
-16|1979-01-04||GCSBJN1|G2|19.0|39.6|4.464|||||||||45.125|57.0348||||70.173|||||||
18|1979-01-05|12:00|GCSBCM1|CE||72|4.656||||||||||8.63043||||39.284|||||||
19|1979-01-09||GCSBJN1|G2|19.0|38.1|4.104||||||||||50.8652||||43.493|||||||
20|1979-01-09|7:45|GCSBCM1|CE||69|4.928||||||||||8.63043||||39.284|||||||
21|1979-01-23|10:30|GCSBCM1|CE|16.00|70.5|4.792|||||||||151.987|8.93913||||43.493|||||||
22|1979-01-23|11:45|GCSBJN1|G2|19.0|38.25|4.456|||||||||32.0625|67.8217||||50.531|||||||
24|1979-02-02|8:00|GCSBCM1|CE||72|4.928|||||||||237.475|9.09565||||33.672|||||||
25|1979-02-03|11:00|GCSBJN1|G2|23.5|37.5|4.344|||||||||52.25|57.0348||||51.934|||||||
29|1979-02-12|11:45|GCSBJN1|G2|21.0|38.25|4.104|||||||||38|5.70435||||51.934|||||||
30|1979-02-13|7:45|GCSBCM1|CE|18.00|72|4.8|||||||||168.612|8.78696||||40.687|||||||
31|1979-02-20|10:15|GCSBCM1|CE|21.50|69.75|4.744|||||||||182.85|9.09565||||46.322|||||||
33|1979-02-20|11:35|GCSBJN1|G2|18.5|38.25|4.128|||||||||41.5625|57.0348||||50.531|||||||
34|1979-03-03|9:30|GCSBJN1|G2|19.0|38.25|4.2|||||||||57|60.1174||||53.337|||||||
36|1979-03-06|10:45|GCSBCM1|CE|21.00|67.5|4.704|||||||||218.475|7.86087||||36.478|||||||
38|1979-03-12|12:15|GCSBJN1|G2|18.8|38.25|4.12|||||||||54.625|57.0348||||49.128|||||||
39|1979-03-13|10:00|GCSBCM1|CE|21.00|63|4.64|||||||||254.1|8.63043||||42.09|||||||
41|1979-03-26|17:00|GCSBJN1|G2|20.0|38.25|4.44|||||||||39.1875|60.1174||||47.725|||||||
42|1979-03-27|9:45|GCSBCM1|CE|24.00|72|5.296|||||||||270.725|8.78696||||33.672|||||||
43|1979-04-03|11:15|GCSBCM1|CE|23.00|72|4.984|||||||||249.35|8.63043||||35.075|||||||
44|1979-04-03|12:45|GCSBJN1|G2|21.0|38.25|4.208|||||||||41.5625|58.5739||||50.531|||||||
46|1979-04-09|11:30|GCSBJN1|G2|19.0|39|4.176|||||||||45.125|52.4087||||50.531|||||||
47|1979-04-10|7:15|GCSBCM1|CE|17.50|67.5|4.88|||||||||213.725|7.7087||||35.075|||||||
48|1979-04-27|7:15|GCSBCM1|CE|21.00|66|4.872|||||||||189.975|6.78261||||18.239|||||||
49|1979-06-02|7:10|GCSBCM1|CE|20.50|70.5|4.688|||||||||244.6|8.32174||||25.254|||||||
50|1979-06-08|7:10|GCSBCM1|CE|21.70|66.45|4.8|||||||||232.725|8.78696||||30.866|||||||
52|1979-06-08|9:50|GCSBJN1|G2|21.7|38.25|4.144|||||||||46.075|54.7217||||42.09|||||||
53|1979-06-15|10:15|GCSBJN1|G2|21.0|38.25|4.16|||||||||49.875|53.9522||||46.322|||||||
54|1979-06-19|8:10|GCSBCM1|CE|23.00|70.5|4.6|||||||||251.725|9.40435||||23.851|||||||
55|1979-06-19|8:50|GCSBJN1|G2|21.0|38.25|4.016|||||||||52.25|53.6435||||44.919|||||||
56|1979-06-23|7:45|GCSBJN1|G2|22.0|39|4.192|||||||||45.125|55.4913||||46.322|||||||
57|1979-07-03|9:45|GCSBCM1|CE|24.00|69|4.752|||||||||261.225|8.47826||||37.881|||||||
58|1979-07-03|10:30|GCSBJN1|G2|21.0|36.75|4.064|||||||||42.75|43.9304||||39.284|||||||
59|1979-07-13|8:15|GCSBCM1|CE|20.50|69|4.656|||||||||251.725|9.24783||||35.075|||||||
61|1979-07-13|11:00|GCSBJN1|G2|20.5|36.75|4.088|||||||||44.65|47.013||||42.09|||||||
62|1979-07-16|8:00|GCSBCM1|G1|20.40|88.5|4.592|||||||||251.725|9.24783||||35.075|||||||
63|1979-07-20|10:15|GCSBJN1|G2|20.5|37.5|4.032|||||||||45.125|52.4087||||40.687|||||||
64|1979-07-20|11:00|GCSBCM1|CE||69|4.616|||||||||246.975|9.24783||||35.075|||||||
65|1979-07-27|10:00|GCSBCM1|CE||69.75|4.784|||||||||237.475|8.93913||||26.657|||||||
66|1979-07-27|17:00|GCSBJN1|G2|22.5|36.75|4.184|||||||||47.5|49.3261||||40.687|||||||
67|1979-08-01|9:45|GCSBJN1|G2|21.0|36.75|4.112|||||||||45.125|53.1783||||46.322|||||||
68|1979-08-01|10:15|GCSBCM1|CE||72.75|4.688|||||||||244.6|8.63043||||29.463|||||||
70|1979-08-09|11:00|GCSBCM1|CE|26.00|72|4.592|||||||||237.475|8.47826|||||||||||
71|1979-08-09|12:00|GCSBJN1|G2|21.0|37.8|4.088|||||||||46.7875|53.9522|||||||||||
72|1979-08-21|12:25|GCSBJN1|G2|20.5|38.25|3.568|||||||||45.125|52.4087|||||||||||
74|1979-08-24|10:30|GCSBCM1|CE|28.00|57|5.24|||||||||237.475|8.47826|||||||||||
76|1979-09-10|12:45|GCSBJN1|G2|22.5|36|4.032|||||||||43.225|51.6391||||43.493|||||||
77|1979-09-11|10:15|GCSBCM1|G1|20.50|87.75|4.6|||||||||237.475|8.16957||||47.725|||||||
78|1979-09-17|12:20|GCSBJN1|G2|25.5|36.75|4.096|||||||||46.3125|56.2609||||47.725|||||||
80|1979-09-18|11:00|GCSBCM1|CE||73.5|4.64|||||||||249.35|9.24783||||32.269|||||||
81|1979-09-24|10:45|GCSBCM1|CE||72|4.632|||||||||258.85|10.0174||||23.851|||||||
82|1979-09-25|15:00|GCSBJN1|G2|24.0|37.5|4.216|||||||||47.5|58.5739||||42.09|||||||
84|1979-10-01|12:40|GCSBJN1|G2|22.0|36.75|4.264|||||||||39.9|58.5739||||47.725|||||||
85|1979-10-02||GCSBCM1|G1|20.50|89.25|4.84|||||||||246.975|11.1||||49.128|||||||
86|1979-10-08|9:15|GCSBJN1|G2|19.5|36.75|4.048|||||||||41.8|57.8043||||39.284|||||||
87|1979-10-08|11:00|GCSBCM1|CE|20.50|73.5|4.504|||||||||230.35|8.63043||||49.128|||||||
88|1979-10-23|8:00|GCSBCM1|G1|21.00|89.25|4.416|||||||||235.1|8.47826||||92.621|||||||
90|1979-10-23|17:00|GCSBJN1|G2|21.5|37.05|3.88|||||||||37.525|60.887||||44.919|||||||
91|1979-11-06|12:20|GCSBJN1|G2|23.5|37.5|4.288|||||||||41.325|61.6565||||43.493|||||||
92|1979-11-07|7:45|GCSBCM1|G1|19.50|89.25|4.576|||||||||232.725|8.32174||||39.284|||||||
96|1979-11-13|11:40|GCSBJN1|G2|22.0|37.5|4.232|||||||||41.325|61.6565||||43.493|||||||
97|1979-11-14|7:45|GCSBCM1|G1|20.50|89.25|4.688|||||||||227.975|8.32174||||51.934|||||||
98|1979-11-20|10:10|GCSBCM1|G1|20.00|87.75|4.752|||||||||223.225|8.47826||||46.322|||||||
99|1979-11-20|15:00|GCSBJN1|G2|24.5|37.5|4.144|||||||||42.9875|59.6522||||44.919|||||||
100|1979-11-27|9:00|GCSBCM1|G1|19.50|87.75|4.64|||||||||244.6|8.78696||||49.128|||||||
101|1979-11-27|12:00|GCSBJN1|G2|24.0|37.5|4.176|||||||||33.25|57.8043||||43.493|||||||
103|1979-12-04|11:30|GCSBJN1|G2|20.5|36.75|4.16|||||||||35.625|53.9522||||42.09|||||||
104|1979-12-07|8:30|GCSBCM1|CE|19.00|68.25|4.688|||||||||204.225|7.55217||||47.725|||||||
105|1979-12-11|8:15|GCSBCM1|G1|18.50|87.75|4.744|||||||||237.475|9.40435||||47.725|||||||
106|1979-12-11|12:30|GCSBJN1|G2|19.0|36.75|4.112|||||||||38.475|57.0348||||40.687|||||||
108|1979-12-26|7:45|GCSBCM1|G1|19.00|87.75|4.664|||||||||246.975|8.93913||||49.128|||||||
110|1979-12-27|16:45|GCSBJN1|G2|20.0|37.5|4.12|||||||||33.725|62.4261||||44.919|||||||
111|1980-01-03|8:30|GCSBCM1|G1|18.00|87.75|4.616|||||||||249.35|8.93913||||51.934|||||||
114|1980-01-04|12:00|GCSBJN1|G2|19.0|37.5|4.16|||||||||38|62.4261||||42.09|||||||
115|1980-01-05||GCSCC21|G1||66.75|5.224|||||||||.25|69.6739||||321.379|||||||
116|1980-01-11|8:55|GCSBCM1|G1|16.00|87.75|4.752|||||||||246.975|8.63043||||50.531|||||||
118|1980-01-12||GCSCC21|G1||66.75|5.352|||||||||.2625|69.3652||||346.633|||||||
119|1980-01-12|10:25|GCSBJN1|G2|17.0|37.5|4.16|||||||||46.075|65.513||||39.284|||||||
121|1980-01-18|8:00|GCSBCM1|G1|14.00|87.75|4.728|||||||||237.475|9.40435||||49.128|||||||
122|1980-01-18|11:15|GCSBJN1|G2|19.5|37.5|4.016|||||||||39.6625|65.513||||44.919|||||||
123|1980-01-19||GCSCC21|G1||66|5.296|||||||||.2|68.1304||||349.439|||||||
125|1980-01-25|8:00|GCSBCM1|CE|20.50|72|4.744|||||||||227.975|8.47826||||37.881|||||||
127|1980-01-25|16:00|GCSBJN1|G2|22.0|37.5|4.024|||||||||41.0875|68.1304||||44.919|||||||
129|1980-02-01|9:30|GCSBJN1|G2|19.0|38.25|4.008|||||||||39.425|70.9043||||43.493|||||||
130|1980-02-02||GCSCC21|G1||65.25|5.32|||||||||.225|67.8217||||341.021|||||||
131|1980-02-02|8:30|GCSBCM1|G1|18.00|87.75|4.632|||||||||227.975|8.93913||||47.725|||||||
132|1980-02-08|7:45|GCSBCM1|CE||64.5|4.84|||||||||189.975|8.32174||||33.672|||||||
133|1980-02-08|16:00|GCSBJN1|G2|20.0|37.8|3.904|||||||||38.7125|71.213||||43.493|||||||
136|1980-02-13||GCSCC21|G1||66.75|5.264|||||||||.2|69.3652||||348.036|||||||
137|1980-02-16|7:30|GCSBCM1|G1|17.00|87.75|4.56|||||||||206.6|9.40435||||44.919|||||||
140|1980-02-18|10:00|GCSBJN1|G2|21.0|38.25|3.976|||||||||36.8125|73.987||||44.919|||||||
142|1980-02-22|12:15|GCSBJN1|G2|22.0|39|4.024|||||||||38|74.7609||||50.531|||||||
143|1980-02-23||GCSCC21|G1||66.75|5.376|||||||||.2125|69.3652||||363.469|||||||
145|1980-02-23|9:00|GCSBCM1|CE|20.00|72|4.744|||||||||218.475|8.78696||||43.493|||||||
147|1980-02-29|7:30|GCSBCM1|CE||72|4.68|||||||||237.475|9.09565||||44.919|||||||
149|1980-03-01|7:45|GCSBJN1|G2|19.0|38.25|4.024|||||||||44.4125|77.0739||||51.934|||||||
150|1980-03-07||GCSCC21|G1||66|5.304|||||||||.2|70.1348||||362.066|||||||
152|1980-03-07|7:30|GCSBCM1|CE||66.75|4.776|||||||||201.85|8.01739||||43.493|||||||
153|1980-03-07|11:00|GCSBJN1|G2|18.0|39|3.952|||||||||37.05|79.3826||||54.74|||||||
155|1980-03-14||GCSCC21|G1||66|5.368|||||||||.1875|67.0522||||346.633|||||||
156|1980-03-15|8:15|GCSBCM1|G1|17.50|87.75|4.648|||||||||201.85|10.3261||||49.128|||||||
158|1980-03-17|6:30|GCSBJN1|G2|17.0|39|3.944|||||||||36.8125|80.1565||||50.531|||||||
159|1980-03-20||GCSCC21|G1||66|5.424|||||||||.2|69.6739||||353.648|||||||
161|1980-03-21|8:45|GCSBCM1|G1|16.00|87.75|4.624|||||||||216.1|9.09565||||50.531|||||||
163|1980-03-22|9:50|GCSBJN1|G2|21.0|39|3.936|||||||||42.9875|80.9261||||51.934|||||||
164|1980-03-29|8:10|GCSBCM1|CE||72||||||||||218.475|9.09565|||||||||||
167|1980-03-31|16:25|GCSBJN1|G2|24.0|39|4.024|||||||||39.1875|84.0087||||51.934|||||||
168|1980-04-17||GCSCC21|G1||66|5.376|||||||||.2125|69.3652||||350.842|||||||
169|1980-04-17|10:00|GCSBCM1|CE||72|4.832|||||||||197.1|8.63043||||37.881|||||||
171|1980-04-18|8:30|GCSBJN1|G2|18.5|39|3.968|||||||||36.1|76.6087||||44.919|||||||
173|1980-04-25||GCSCC21|G1||66|5.224|||||||||.2125|70.4435||||346.633|||||||
175|1980-04-25|7:30|GCSBCM1|CE||72|4.76|||||||||230.35|8.63043||||37.881|||||||
